利用日,利用店名,利用額,取引種類,確定／未確定,内容,領収書添付状況,領収書メモ,最終添付日,利用報告,カード名,カード下4桁,部門,セグメントタグ1,セグメントタグ2,セグメントタグ3,メモタグ,経費科目
2026-08-07,ＭＥＧＡドン・キホーテ神栖店 韓国酒場ハナ,526,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-08-06,タイヨー　オークビレッジ店 もも焼きJAPAN,6994,売上,確定,"",添付済み,食材,2026-08-07,申請不要,もも焼きJAPAN,0207,,,,,,
2026-08-06,ｽﾐﾔﾀｸﾐﾗｸﾃﾝｲﾁﾊﾞﾃﾝ  (ﾗｸﾃﾝ もも焼きJAPAN,4840,売上,確定,"",添付済み,炭,2026-08-07,申請不要,もも焼きJAPAN,0207,,,,,,
2026-08-06,タイヨー　神栖店 タコとハイボール神栖横丁,790,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-08-06,タイヨー　オークビレッジ店 大衆酒場りゅうちゃん,16398,売上,確定,"",未添付,,"",申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-08-06,ベイシア さわら十三里屋リアルカード,1284,売上,確定,"",未添付,,"",申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026-08-06,ミクリードオンラインストア【ＢｔｏＢ】 さわら十三里屋リアルカード,8465,売上,確定,"",未添付,,"",申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026-08-06,タイヨーベストリカー神栖店 韓国酒場ハナ,2136,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-08-06,タイヨー　神栖店 韓国酒場ハナ,2162,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-08-06,ｼﾞｮﾝﾉﾀｳﾝ          (ﾗｸﾃﾝ 韓国酒場ハナ,9999,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-08-05,ＡＭＡＺＯＮ．ＣＯ．ＪＰ 神栖横丁2,10950,売上,確定,"",未添付,,"",申請不要,神栖横丁2,3870,,,,,,
2026-08-05,ｶﾝｺｸﾌﾘ-ﾏ-         (ﾗｸﾃﾝ 韓国酒場ハナ,2880,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-08-05,ﾊﾝﾄｼｵﾛｼ           (ﾗｸﾃﾝ 韓国酒場ハナ,8100,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-08-04,ビッグハウス　鹿嶋店 もも焼きJAPAN,1550,売上,確定,"",添付済み,食材,2026-08-05,申請不要,もも焼きJAPAN,0207,,,,,,
2026-08-04,タイヨー　神栖店 タコとハイボール神栖横丁,1053,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-08-04,タイヨー　神栖店 タコとハイボール神栖横丁,327,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-08-04,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,15979,売上,確定,"",未添付,,"",申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-08-04,シモジマオンラインショップ さわら十三里屋リアルカード,18098,売上,確定,"",未添付,,"",申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026-08-04,ﾐﾁﾉｴｷ ｶﾓｶﾞﾜｵ 鳥害対策課,4400,売上,確定,"",未添付,,"",申請不要,鳥害対策課,0819,,,,,,
2026-08-04,タイヨー　神栖店 韓国酒場ハナ,3094,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-08-04,タイヨー　神栖店 韓国酒場ハナ,699,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-08-04,ｶﾝｺｸﾌﾘ-ﾏ-         (ﾗｸﾃﾝ 韓国酒場ハナ,2180,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-08-03,タイヨー　オークビレッジ店 もも焼きJAPAN,4247,売上,確定,"",添付済み,食材,2026-08-05,申請不要,もも焼きJAPAN,0207,,,,,,
2026-08-03,カスミ　ＦＭ鹿嶋スタジアム店 焼きたて屋コメリパワー鹿島店,829,売上,確定,"",未添付,,"",申請不要,焼きたて屋コメリパワー鹿島店,0585,焼きたて屋旭パワーコメリ店,,,,,
2026-08-03,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 韓国酒場ハナ,1702,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-08-03,カスミＦＳライフガーデン神栖店 韓国酒場ハナ,317,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-08-03,ｾﾘｱ ﾗｲﾌｶﾞ-ﾃﾞﾝｶﾐｽﾃﾝ 韓国酒場ハナ,220,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-08-02,タイヨー　オークビレッジ店 もも焼きJAPAN,5227,売上,確定,"",添付済み,食材,2026-08-03,申請不要,もも焼きJAPAN,0207,,,,,,
2026-08-02,タイヨー　神栖店 大衆酒場りゅうちゃん,11549,売上,確定,"",未添付,,"",申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-08-02,コメリＰＷ鹿嶋店１０１３ 神栖横丁2,2478,売上,確定,"",未添付,,"",申請不要,神栖横丁2,3870,,,,,,
2026-08-02,新４号線古河ＳＳ 鳥害対策課,1992,売上,確定,"",未添付,,"",申請不要,鳥害対策課,0819,,,,,,
2026-08-02,新４号線古河ＳＳ 鳥害対策課,2138,売上,確定,"",未添付,,"",申請不要,鳥害対策課,0819,,,,,,
2026-08-02,すき家 鳥害対策課,3640,売上,確定,"",未添付,,"",申請不要,鳥害対策課,0819,,,,,,
2026-08-01,ＬＩＮＥ公式アカウント 神栖横丁,5500,売上,確定,"",未添付,,"",申請不要,神栖横丁,8772,,,,,,
2026-08-01,BIGHOUSE KASHIMATEN もも焼きJAPAN,-8163,返金,未確定,"",添付不要,,"",申請不要,もも焼きJAPAN,0207,,,,,,
2026-08-01,BIGHOUSE KASHIMATEN もも焼きJAPAN,8163,売上,未確定,"",添付不要,,"",申請不要,もも焼きJAPAN,0207,,,,,,
2026-08-01,ビッグハウス　鹿嶋店 もも焼きJAPAN,8163,売上,確定,"",添付済み,食材,2026-08-02,申請不要,もも焼きJAPAN,0207,,,,,,
2026-08-01,タイヨー　オークビレッジ店 タコとハイボール神栖横丁,3230,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-08-01,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,10147,売上,確定,"",未添付,,"",申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-08-01,タイヨー　神栖店 韓国酒場ハナ,5895,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-08-01,タイヨー　オークビレッジ店 韓国酒場ハナ,3188,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-07-31,ダスキン　ご利用料金（定期サービス） さわら十三里屋,2340,売上,確定,"",未添付,,"",申請不要,さわら十三里屋,0538,,,,,,
2026-07-21,KOMERI 鳥害対策課,-1496,返金,未確定,"",添付不要,,"",申請不要,鳥害対策課,0819,,,,,,
